"Country","Year","Gender","BMI_Index","Bloodpressure","Cholesterol","Sugar","Food","Income","Life_expectancy","Region","Period"
"Kazakhstan","1993","male",25.03165,134.6727,5.027951,54.8,3256.79,9751,64.7,"Eastern Europe","1990 - 1999"
"Kazakhstan","1993","female",25.73631,131.3574,5.149375,54.8,3256.79,9751,64.7,"Eastern Europe","1990 - 1999"
"Kazakhstan","1994","male",25.01606,134.1653,4.990986,57.53,3440.32,8647,63.9,"Eastern Europe","1990 - 1999"
"Kazakhstan","1994","female",25.74842,130.9747,5.111668,57.53,3440.32,8647,63.9,"Eastern Europe","1990 - 1999"
"Kazakhstan","1995","male",24.99333,133.7345,4.950861,57.53,3135.39,8079,63.3,"Eastern Europe","1990 - 1999"
"Kazakhstan","1995","female",25.73352,130.6278,5.071009,57.53,3135.39,8079,63.3,"Eastern Europe","1990 - 1999"
"Kazakhstan","1996","female",25.72117,130.3111,5.03266,52.06,3051.5,8243,63.1,"Eastern Europe","1990 - 1999"
"Kazakhstan","1996","male",24.97532,133.3677,4.914651,52.06,3051.5,8243,63.1,"Eastern Europe","1990 - 1999"
"Kazakhstan","1997","male",24.96995,133.0441,4.888297,52.06,3163.87,8517,63,"Eastern Europe","1990 - 1999"
"Kazakhstan","1997","female",25.72692,129.9854,5.001386,52.06,3163.87,8517,63,"Eastern Europe","1990 - 1999"
"Kazakhstan","1998","female",25.69982,129.7259,4.978094,54.8,2565.33,8500,63.1,"Eastern Europe","1990 - 1999"
"Kazakhstan","1998","male",24.98548,132.9807,4.869517,54.8,2565.33,8500,63.1,"Eastern Europe","1990 - 1999"
"Kazakhstan","1999","male",25.02408,133.0979,4.857907,57.53,2236.85,8813,63.4,"Eastern Europe","1990 - 1999"
"Kazakhstan","1999","female",25.66748,129.5276,4.9619,57.53,2236.85,8813,63.4,"Eastern Europe","1990 - 1999"
"Kazakhstan","2000","male",25.09305,133.2456,4.848421,60.27,2397.39,9706,63.6,"Eastern Europe","2000 - 2004"
"Kazakhstan","2000","female",25.67814,129.403,4.948657,60.27,2397.39,9706,63.6,"Eastern Europe","2000 - 2004"
"Kazakhstan","2001","female",25.73111,129.3351,4.938188,68.49,2579.21,11035,63.9,"Eastern Europe","2000 - 2004"
"Kazakhstan","2001","male",25.19051,133.4001,4.841814,68.49,2579.21,11035,63.9,"Eastern Europe","2000 - 2004"
"Kazakhstan","2002","male",25.31124,133.5181,4.838248,63.01,2921.92,12116,64.1,"Eastern Europe","2000 - 2004"
"Kazakhstan","2002","female",25.82716,129.2861,4.930286,63.01,2921.92,12116,64.1,"Eastern Europe","2000 - 2004"
"Kazakhstan","2003","male",25.44805,133.6651,4.837938,71.23,2970.72,13198,64.3,"Eastern Europe","2000 - 2004"
"Kazakhstan","2003","female",25.93915,129.2494,4.925199,71.23,2970.72,13198,64.3,"Eastern Europe","2000 - 2004"
"Kazakhstan","2004","female",26.06343,129.2043,4.924453,71.23,3032.92,14365,64.5,"Eastern Europe","2000 - 2004"
"Kazakhstan","2004","male",25.60121,133.8426,4.84263,71.23,3032.92,14365,64.5,"Eastern Europe","2000 - 2004"
"Latvia","1992","male",25.31612,136.8916,5.389565,98.63,3271.85,8057,67.9,"Eastern Europe","1990 - 1999"
"Latvia","1992","female",25.30342,132.6825,5.503002,98.63,3271.85,8057,67.9,"Eastern Europe","1990 - 1999"
"Latvia","1993","female",25.22458,132.098,5.471834,109.59,3261.94,7792,66.5,"Eastern Europe","1990 - 1999"
"Latvia","1993","male",25.29426,136.4889,5.359777,109.59,3261.94,7792,66.5,"Eastern Europe","1990 - 1999"
"Latvia","1994","female",25.16868,131.5861,5.437751,109.59,3288.42,8081,65.8,"Eastern Europe","1990 - 1999"
"Latvia","1994","male",25.27586,136.1137,5.327118,109.59,3288.42,8081,65.8,"Eastern Europe","1990 - 1999"
"Latvia","1995","female",25.09488,131.1424,5.407174,79.45,2948.86,8110,66.4,"Eastern Europe","1990 - 1999"
"Latvia","1995","male",25.27005,135.9057,5.29924,79.45,2948.86,8110,66.4,"Eastern Europe","1990 - 1999"
"Latvia","1996","female",25.06418,130.8615,5.370385,101.37,3081.38,8408,67.9,"Eastern Europe","1990 - 1999"
"Latvia","1996","male",25.28771,135.6601,5.261506,101.37,3081.38,8408,67.9,"Eastern Europe","1990 - 1999"
"Latvia","1997","male",25.31835,135.5178,5.225256,104.11,2922.01,9238,69,"Eastern Europe","1990 - 1999"
"Latvia","1997","female",25.04227,130.6833,5.334778,104.11,2922.01,9238,69,"Eastern Europe","1990 - 1999"
"Latvia","1998","female",25.0255,130.5343,5.303803,101.37,2848.36,9912,69.6,"Eastern Europe","1990 - 1999"
"Latvia","1998","male",25.3578,135.4591,5.195583,101.37,2848.36,9912,69.6,"Eastern Europe","1990 - 1999"
"Latvia","1999","female",25.0277,130.4316,5.276709,98.63,2851.8,10208,69.9,"Eastern Europe","1990 - 1999"
"Latvia","1999","male",25.41413,135.4674,5.169728,98.63,2851.8,10208,69.9,"Eastern Europe","1990 - 1999"
"Latvia","2000","male",25.48263,135.5433,5.151346,95.89,2798.87,10859,70.1,"Eastern Europe","2000 - 2004"
"Latvia","2000","female",25.04125,130.344,5.25452,95.89,2798.87,10859,70.1,"Eastern Europe","2000 - 2004"
"Latvia","2001","male",25.56402,135.5766,5.135682,90.41,2897.57,11787,70.2,"Eastern Europe","2000 - 2004"
"Latvia","2001","female",25.09014,130.2724,5.233573,90.41,2897.57,11787,70.2,"Eastern Europe","2000 - 2004"
"Latvia","2002","male",25.67228,135.6879,5.128373,90.41,3070,12782,70.4,"Eastern Europe","2000 - 2004"
"Latvia","2002","female",25.15152,130.2153,5.220083,90.41,3070,12782,70.4,"Eastern Europe","2000 - 2004"
"Latvia","2003","male",25.78197,135.821,5.122198,93.15,2937.53,14020,70.8,"Eastern Europe","2000 - 2004"
"Latvia","2003","female",25.21715,130.1554,5.206741,93.15,2937.53,14020,70.8,"Eastern Europe","2000 - 2004"
"Latvia","2004","male",25.90648,135.9864,5.121173,93.15,2963.11,15437,71,"Eastern Europe","2000 - 2004"
"Latvia","2004","female",25.29259,130.0833,5.197833,93.15,2963.11,15437,71,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","1992","female",25.18487,132.5236,5.149718,60.27,2439.29,8454,72.7,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1992","male",25.52933,134.8611,5.073976,60.27,2439.29,8454,72.7,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1993","male",25.50323,134.5468,5.045139,65.75,2364.45,7878,72.9,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1993","female",25.12697,132.2173,5.120112,65.75,2364.45,7878,72.9,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1994","male",25.50643,134.2484,5.019126,95.89,2700.23,7779,72.9,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1994","female",25.09374,131.9317,5.09554,95.89,2700.23,7779,72.9,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1995","male",25.51704,133.9949,4.994047,93.15,2580.51,7700,73,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1995","female",25.06356,131.6576,5.071815,93.15,2580.51,7700,73,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1996","male",25.53988,133.7588,4.967134,95.89,2574.49,7759,73.2,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1996","female",25.04531,131.4315,5.047634,95.89,2574.49,7759,73.2,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1997","male",25.56424,133.5238,4.940282,87.67,2766.06,7805,73.2,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1997","female",25.038,131.2161,5.023359,87.67,2766.06,7805,73.2,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1998","female",25.07411,131.022,5.004504,73.97,2879.54,7983,73.2,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1998","male",25.61423,133.3376,4.916921,73.97,2879.54,7983,73.2,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1999","female",25.09551,130.9303,4.984248,101.37,2837.42,8242,73.5,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","1999","male",25.67776,133.2543,4.891727,101.37,2837.42,8242,73.5,"Eastern Europe","1990 - 1999"
"Macedonia, FYR","2000","male",25.74675,133.2276,4.869627,95.89,2806.25,8543,73.9,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","2000","female",25.1243,130.8507,4.966338,95.89,2806.25,8543,73.9,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","2001","female",25.14507,130.7118,4.948735,106.85,2700.22,8229,74.2,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","2001","male",25.79818,133.2303,4.850503,106.85,2700.22,8229,74.2,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","2002","male",25.85252,133.3158,4.841129,120.55,2807.17,8314,74.4,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","2002","female",25.16624,130.517,4.937957,120.55,2807.17,8314,74.4,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","2003","female",25.18106,130.4274,4.922827,95.89,2823.26,8473,74.7,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","2003","male",25.92015,133.4161,4.825837,95.89,2823.26,8473,74.7,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","2004","male",25.99986,133.5149,4.809969,95.89,2970.93,8848,74.9,"Eastern Europe","2000 - 2004"
"Macedonia, FYR","2004","female",25.21102,130.37,4.908191,95.89,2970.93,8848,74.9,"Eastern Europe","2000 - 2004"
"Malta","1980","female",25.87284,134.9835,6.127351,145.21,3315.85,11200,72.6,"Southern Europe","1980 - 1989"
"Malta","1980","male",25.70377,136.5557,5.922856,145.21,3315.85,11200,72.6,"Southern Europe","1980 - 1989"
"Malta","1981","female",25.93026,134.6395,6.090006,139.73,3254.51,11566,73,"Southern Europe","1980 - 1989"
"Malta","1981","male",25.75106,136.1765,5.899323,139.73,3254.51,11566,73,"Southern Europe","1980 - 1989"
"Malta","1982","male",25.79222,135.7571,5.872282,145.21,3149.04,11912,73.3,"Southern Europe","1980 - 1989"
"Malta","1982","female",25.96428,134.2587,6.048441,145.21,3149.04,11912,73.3,"Southern Europe","1980 - 1989"
"Malta","1983","female",25.98902,133.8314,6.004103,147.95,3178.44,11996,73.9,"Southern Europe","1980 - 1989"
"Malta","1983","male",25.82924,135.2852,5.844082,147.95,3178.44,11996,73.9,"Southern Europe","1980 - 1989"
"Malta","1984","male",25.86289,134.8284,5.813352,136.99,3073.79,12324,74.5,"Southern Europe","1980 - 1989"
"Malta","1984","female",25.99225,133.4083,5.956245,136.99,3073.79,12324,74.5,"Southern Europe","1980 - 1989"
"Malta","1985","male",25.90376,134.4441,5.78644,142.47,3162.13,12888,75.2,"Southern Europe","1980 - 1989"
"Malta","1985","female",26.00177,132.9584,5.910777,142.47,3162.13,12888,75.2,"Southern Europe","1980 - 1989"
"Malta","1986","female",25.99935,132.553,5.861141,139.73,3035.72,13253,75.8,"Southern Europe","1980 - 1989"
"Malta","1986","male",25.93342,134.113,5.75732,139.73,3035.72,13253,75.8,"Southern Europe","1980 - 1989"
"Malta","1987","female",26.01165,132.1793,5.813479,147.95,3140.34,13660,76.4,"Southern Europe","1980 - 1989"
"Malta","1987","male",25.97413,133.865,5.730299,147.95,3140.34,13660,76.4,"Southern Europe","1980 - 1989"
"Malta","1988","male",26.02576,133.6654,5.703049,145.21,3257.71,14683,76.8,"Southern Europe","1980 - 1989"
"Malta","1988","female",26.03744,131.8611,5.765524,145.21,3257.71,14683,76.8,"Southern Europe","1980 - 1989"
"Malta","1989","male",26.08931,133.531,5.681242,145.21,3292.24,15750,77.2,"Southern Europe","1980 - 1989"
"Malta","1989","female",26.09319,131.5265,5.723516,145.21,3292.24,15750,77.2,"Southern Europe","1980 - 1989"
"Malta","1990","female",26.12627,131.2653,5.677027,142.47,3147.93,16596,77.6,"Southern Europe","1990 - 1999"
"Malta","1990","male",26.15002,133.3931,5.653166,142.47,3147.93,16596,77.6,"Southern Europe","1990 - 1999"
"Malta","1991","female",26.18624,130.9743,5.640512,134.25,3292.42,17459,77.9,"Southern Europe","1990 - 1999"
"Malta","1991","male",26.23524,133.3252,5.633539,134.25,3292.42,17459,77.9,"Southern Europe","1990 - 1999"
"Malta","1992","male",26.32343,133.276,5.616038,136.99,3268.61,18100,78.3,"Southern Europe","1990 - 1999"
"Malta","1992","female",26.25112,130.6712,5.606766,136.99,3268.61,18100,78.3,"Southern Europe","1990 - 1999"
"Malta","1993","male",26.41604,133.1882,5.594661,136.99,3270.94,18732,78.6,"Southern Europe","1990 - 1999"
"Malta","1993","female",26.31218,130.387,5.572114,136.99,3270.94,18732,78.6,"Southern Europe","1990 - 1999"
"Malta","1994","male",26.50236,133.0753,5.57102,139.73,3308.1,19616,78.8,"Southern Europe","1990 - 1999"
"Malta","1994","female",26.37485,130.078,5.536703,139.73,3308.1,19616,78.8,"Southern Europe","1990 - 1999"
"Malta","1995","male",26.60634,132.9887,5.551136,145.21,3435.59,20720,79,"Southern Europe","1990 - 1999"
"Malta","1995","female",26.45139,129.7395,5.507113,145.21,3435.59,20720,79,"Southern Europe","1990 - 1999"
"Malta","1996","female",26.51973,129.3442,5.477124,139.73,3457.13,21373,79.2,"Southern Europe","1990 - 1999"
"Malta","1996","male",26.69914,132.8627,5.531334,139.73,3457.13,21373,79.2,"Southern Europe","1990 - 1999"
"Malta","1997","male",26.79132,132.7771,5.514797,147.95,3458.36,22344,79.3,"Southern Europe","1990 - 1999"
"Malta","1997","female",26.58428,128.9002,5.451554,147.95,3458.36,22344,79.3,"Southern Europe","1990 - 1999"
"Malta","1998","female",26.66763,128.4378,5.428403,145.21,3513.4,23347,79.4,"Southern Europe","1990 - 1999"
"Malta","1998","male",26.88889,132.6734,5.498268,145.21,3513.4,23347,79.4,"Southern Europe","1990 - 1999"
"Malta","1999","male",26.98558,132.5893,5.483065,142.47,3571.3,24330,79.5,"Southern Europe","1990 - 1999"
"Malta","1999","female",26.74443,127.9735,5.407825,142.47,3571.3,24330,79.5,"Southern Europe","1990 - 1999"
"Malta","2000","female",26.79928,127.5624,5.384804,139.73,3459.56,25841,79.7,"Southern Europe","2000 - 2004"
"Malta","2000","male",27.07791,132.537,5.463645,139.73,3459.56,25841,79.7,"Southern Europe","2000 - 2004"
"Malta","2001","male",27.16484,132.4823,5.446131,153.43,3459.26,24685,79.9,"Southern Europe","2000 - 2004"
"Malta","2001","female",26.84629,127.1156,5.364789,153.43,3459.26,24685,79.9,"Southern Europe","2000 - 2004"
"Malta","2002","male",27.24103,132.3861,5.424448,134.25,3495.57,25191,80.2,"Southern Europe","2000 - 2004"
"Malta","2002","female",26.88186,126.6886,5.341468,134.25,3495.57,25191,80.2,"Southern Europe","2000 - 2004"
"Malta","2003","male",27.3194,132.3083,5.404736,131.51,3485.61,25059,80.4,"Southern Europe","2000 - 2004"
"Malta","2003","female",26.91781,126.2443,5.321956,131.51,3485.61,25059,80.4,"Southern Europe","2000 - 2004"
"Malta","2004","male",27.39609,132.221,5.384052,131.51,3580.14,24766,80.6,"Southern Europe","2000 - 2004"
"Malta","2004","female",26.95195,125.8079,5.303409,131.51,3580.14,24766,80.6,"Southern Europe","2000 - 2004"
"Moldova","1992","female",26.95322,131.3853,5.183084,95.89,3196.07,3822,67.7,"Eastern Europe","1990 - 1999"
"Moldova","1992","male",24.57371,133.9748,5.024549,95.89,3196.07,3822,67.7,"Eastern Europe","1990 - 1999"
"Moldova","1993","male",24.52099,133.4375,4.965313,93.15,3180.66,3780,67.3,"Eastern Europe","1990 - 1999"
"Moldova","1993","female",26.91358,131.1766,5.128811,93.15,3180.66,3780,67.3,"Eastern Europe","1990 - 1999"
"Moldova","1994","male",24.41854,132.9546,4.902641,71.23,2807.05,2620,66.4,"Eastern Europe","1990 - 1999"
"Moldova","1994","female",26.80137,130.8456,5.06863,71.23,2807.05,2620,66.4,"Eastern Europe","1990 - 1999"
"Moldova","1995","male",24.30591,132.571,4.847641,65.75,2643.4,2596,66,"Eastern Europe","1990 - 1999"
"Moldova","1995","female",26.69017,130.5046,5.012328,65.75,2643.4,2596,66,"Eastern Europe","1990 - 1999"
"Moldova","1996","female",26.58236,130.1952,4.961253,71.23,2572.11,2466,66.7,"Eastern Europe","1990 - 1999"
"Moldova","1996","male",24.2017,132.3146,4.799057,71.23,2572.11,2466,66.7,"Eastern Europe","1990 - 1999"
"Moldova","1997","male",24.11505,132.1313,4.755908,65.75,2710.31,2515,67.9,"Eastern Europe","1990 - 1999"
"Moldova","1997","female",26.50634,129.9497,4.914972,65.75,2710.31,2515,67.9,"Eastern Europe","1990 - 1999"
"Moldova","1998","female",26.45275,129.7116,4.868788,65.75,2680.13,2353,68.8,"Eastern Europe","1990 - 1999"
"Moldova","1998","male",24.02066,131.9537,4.714242,65.75,2680.13,2353,68.8,"Eastern Europe","1990 - 1999"
"Moldova","1999","male",23.93918,131.8757,4.674884,65.75,2615.67,2276,69.1,"Eastern Europe","1990 - 1999"
"Moldova","1999","female",26.40681,129.5578,4.825138,65.75,2615.67,2276,69.1,"Eastern Europe","1990 - 1999"
"Moldova","2000","male",23.90064,131.9851,4.637633,68.49,2543.54,2329,69.3,"Eastern Europe","2000 - 2004"
"Moldova","2000","female",26.37499,129.5724,4.786619,68.49,2543.54,2329,69.3,"Eastern Europe","2000 - 2004"
"Moldova","2001","female",26.39955,129.5277,4.755439,73.97,2709.94,2476,69.8,"Eastern Europe","2000 - 2004"
"Moldova","2001","male",23.8677,132.0587,4.612533,73.97,2709.94,2476,69.8,"Eastern Europe","2000 - 2004"
"Moldova","2002","male",23.87107,132.2157,4.596791,76.71,2796.63,2676,70.2,"Eastern Europe","2000 - 2004"
"Moldova","2002","female",26.45503,129.5345,4.732658,76.71,2796.63,2676,70.2,"Eastern Europe","2000 - 2004"
"Moldova","2003","male",23.89259,132.4022,4.582539,82.19,2734.26,2860,70.3,"Eastern Europe","2000 - 2004"
"Moldova","2003","female",26.53151,129.5941,4.711061,82.19,2734.26,2860,70.3,"Eastern Europe","2000 - 2004"
"Moldova","2004","female",26.62949,129.6436,4.695792,82.19,2836.05,3080,70.1,"Eastern Europe","2000 - 2004"
"Moldova","2004","male",23.92992,132.6168,4.575847,82.19,2836.05,3080,70.1,"Eastern Europe","2000 - 2004"
"Netherlands","1980","female",24.01055,131.916,5.886708,123.29,3161.49,25857,75.8,"Western Europe","1980 - 1989"
"Netherlands","1980","male",24.12897,138.6991,5.912645,123.29,3161.49,25857,75.8,"Western Europe","1980 - 1989"
"Netherlands","1981","female",24.02468,131.3816,5.865216,109.59,3093.79,25704,76,"Western Europe","1980 - 1989"
"Netherlands","1981","male",24.15129,138.1146,5.892612,109.59,3093.79,25704,76,"Western Europe","1980 - 1989"
"Netherlands","1982","female",24.0424,130.8565,5.841859,117.81,3161.65,25403,76.1,"Western Europe","1980 - 1989"
"Netherlands","1982","male",24.17799,137.5113,5.869092,117.81,3161.65,25403,76.1,"Western Europe","1980 - 1989"
"Netherlands","1983","female",24.05584,130.3442,5.817139,117.81,3149.59,25919,76.2,"Western Europe","1980 - 1989"
"Netherlands","1983","male",24.20056,136.9012,5.844133,117.81,3149.59,25919,76.2,"Western Europe","1980 - 1989"
"Netherlands","1984","male",24.22622,136.3247,5.822901,98.63,3186.52,26781,76.3,"Western Europe","1980 - 1989"
"Netherlands","1984","female",24.07384,129.8359,5.794738,98.63,3186.52,26781,76.3,"Western Europe","1980 - 1989"
"Netherlands","1985","female",24.09976,129.351,5.771903,112.33,3199.17,27544,76.4,"Western Europe","1980 - 1989"
"Netherlands","1985","male",24.25089,135.7858,5.801983,112.33,3199.17,27544,76.4,"Western Europe","1980 - 1989"
"Netherlands","1986","female",24.12684,128.9461,5.748242,112.33,3125.06,28417,76.5,"Western Europe","1980 - 1989"
"Netherlands","1986","male",24.28017,135.343,5.780121,112.33,3125.06,28417,76.5,"Western Europe","1980 - 1989"
"Netherlands","1987","female",24.15393,128.6211,5.721964,115.07,3144.4,28937,76.7,"Western Europe","1980 - 1989"
"Netherlands","1987","male",24.31371,134.9824,5.755447,115.07,3144.4,28937,76.7,"Western Europe","1980 - 1989"
"Netherlands","1988","male",24.35609,134.6661,5.731875,134.25,3203.65,29915,76.9,"Western Europe","1980 - 1989"
"Netherlands","1988","female",24.19634,128.332,5.695754,134.25,3203.65,29915,76.9,"Western Europe","1980 - 1989"
"Netherlands","1989","female",24.23989,128.0933,5.66813,142.47,3138.83,31240,77,"Western Europe","1980 - 1989"
"Netherlands","1989","male",24.40036,134.3874,5.707253,142.47,3138.83,31240,77,"Western Europe","1980 - 1989"
"Netherlands","1990","male",24.46741,134.1406,5.685402,153.43,3254.37,32534,77,"Western Europe","1990 - 1999"
"Netherlands","1990","female",24.30339,127.8846,5.643932,153.43,3254.37,32534,77,"Western Europe","1990 - 1999"
"Netherlands","1991","female",24.36948,127.661,5.619541,161.64,3312.36,33066,77.2,"Western Europe","1990 - 1999"
"Netherlands","1991","male",24.53565,133.8821,5.664596,161.64,3312.36,33066,77.2,"Western Europe","1990 - 1999"
"Netherlands","1992","male",24.61928,133.6501,5.638631,153.43,3287.54,33377,77.3,"Western Europe","1990 - 1999"
"Netherlands","1992","female",24.43897,127.506,5.593436,153.43,3287.54,33377,77.3,"Western Europe","1990 - 1999"
"Netherlands","1993","female",24.50912,127.2581,5.571789,147.95,3250.5,33562,77.3,"Western Europe","1990 - 1999"
"Netherlands","1993","male",24.69735,133.4274,5.619569,147.95,3250.5,33562,77.3,"Western Europe","1990 - 1999"
"Netherlands","1994","male",24.7679,133.1808,5.596858,134.25,3185.91,34348,77.5,"Western Europe","1990 - 1999"
"Netherlands","1994","female",24.57449,126.9995,5.546024,134.25,3185.91,34348,77.5,"Western Europe","1990 - 1999"
"Netherlands","1995","male",24.84707,132.9726,5.582225,131.51,3302.77,35244,77.6,"Western Europe","1990 - 1999"
"Netherlands","1995","female",24.64407,126.6581,5.526644,131.51,3302.77,35244,77.6,"Western Europe","1990 - 1999"
"Netherlands","1996","male",24.92677,132.7512,5.564605,126.03,3319.65,36152,77.7,"Western Europe","1990 - 1999"
"Netherlands","1996","female",24.72222,126.292,5.504662,126.03,3319.65,36152,77.7,"Western Europe","1990 - 1999"
"Netherlands","1997","male",25.00139,132.562,5.549321,126.03,3225.09,37414,78,"Western Europe","1990 - 1999"
"Netherlands","1997","female",24.78646,125.881,5.483139,126.03,3225.09,37414,78,"Western Europe","1990 - 1999"
"Netherlands","1998","female",24.85621,125.4455,5.464942,126.03,3273.88,38816,78,"Western Europe","1990 - 1999"
"Netherlands","1998","male",25.08457,132.4023,5.537483,126.03,3273.88,38816,78,"Western Europe","1990 - 1999"
"Netherlands","1999","female",24.92186,125.0393,5.445956,123.29,3222.32,40306,78.1,"Western Europe","1990 - 1999"
"Netherlands","1999","male",25.17431,132.2748,5.52336,123.29,3222.32,40306,78.1,"Western Europe","1990 - 1999"
"Netherlands","2000","female",24.9958,124.6254,5.426839,123.29,3214.92,41771,78.1,"Western Europe","2000 - 2004"
"Netherlands","2000","male",25.26476,132.1376,5.508648,123.29,3214.92,41771,78.1,"Western Europe","2000 - 2004"
"Netherlands","2001","female",25.05742,124.2099,5.40903,126.03,3234.94,42130,78.3,"Western Europe","2000 - 2004"
"Netherlands","2001","male",25.35808,132.0219,5.495179,126.03,3234.94,42130,78.3,"Western Europe","2000 - 2004"
"Netherlands","2002","male",25.45318,131.9032,5.477932,134.25,3233.11,41848,78.5,"Western Europe","2000 - 2004"
"Netherlands","2002","female",25.11372,123.8227,5.389425,134.25,3233.11,41848,78.5,"Western Europe","2000 - 2004"
"Netherlands","2003","male",25.53967,131.7556,5.453834,142.47,3180.64,41761,78.7,"Western Europe","2000 - 2004"
"Netherlands","2003","female",25.16538,123.4664,5.36504,142.47,3180.64,41761,78.7,"Western Europe","2000 - 2004"
"Netherlands","2004","male",25.62767,131.5972,5.431153,142.47,3220.01,42389,79.1,"Western Europe","2000 - 2004"
"Netherlands","2004","female",25.2287,123.0947,5.3429,142.47,3220.01,42389,79.1,"Western Europe","2000 - 2004"
"Norway","1980","female",23.69724,136.9746,5.949876,115.07,3401.25,34346,75.7,"Northern Europe","1980 - 1989"
"Norway","1980","male",24.68457,142.1456,5.97409,115.07,3401.25,34346,75.7,"Northern Europe","1980 - 1989"
"Norway","1981","male",24.73764,141.4699,5.948173,112.33,3384.52,34659,75.8,"Northern Europe","1980 - 1989"
"Norway","1981","female",23.78998,136.4127,5.927097,112.33,3384.52,34659,75.8,"Northern Europe","1980 - 1989"
"Norway","1982","female",23.85946,135.8272,5.904408,106.85,3206.87,34704,75.9,"Northern Europe","1980 - 1989"
"Norway","1982","male",24.78809,140.8364,5.923429,106.85,3206.87,34704,75.9,"Northern Europe","1980 - 1989"
"Norway","1983","male",24.83173,140.1829,5.897575,104.11,3218.92,35932,76,"Northern Europe","1980 - 1989"
"Norway","1983","female",23.92248,135.2418,5.879426,104.11,3218.92,35932,76,"Northern Europe","1980 - 1989"
"Norway","1984","female",23.99738,134.6517,5.858339,112.33,3249.07,38057,76.1,"Northern Europe","1980 - 1989"
"Norway","1984","male",24.88225,139.598,5.877077,112.33,3249.07,38057,76.1,"Northern Europe","1980 - 1989"
"Norway","1985","female",24.06375,134.0909,5.838368,115.07,3247.25,40031,76.1,"Northern Europe","1980 - 1989"
"Norway","1985","male",24.93555,139.0803,5.85943,115.07,3247.25,40031,76.1,"Northern Europe","1980 - 1989"
"Norway","1986","male",24.99121,138.6227,5.83752,112.33,3280.96,41450,76.1,"Northern Europe","1980 - 1989"
"Norway","1986","female",24.13536,133.6183,5.814585,112.33,3280.96,41450,76.1,"Northern Europe","1980 - 1989"
"Norway","1987","male",25.05209,138.2453,5.811893,112.33,3334.41,42225,76.1,"Northern Europe","1980 - 1989"
"Norway","1987","female",24.22276,133.2094,5.788272,112.33,3334.41,42225,76.1,"Northern Europe","1980 - 1989"
"Norway","1988","male",25.10225,137.9464,5.785655,101.37,3168.62,42101,76.3,"Northern Europe","1980 - 1989"
"Norway","1988","female",24.28573,132.8196,5.758562,101.37,3168.62,42101,76.3,"Northern Europe","1980 - 1989"
"Norway","1989","female",24.34126,132.4456,5.728718,109.59,3228.3,42449,76.5,"Northern Europe","1980 - 1989"
"Norway","1989","male",25.1546,137.6688,5.760701,109.59,3228.3,42449,76.5,"Northern Europe","1980 - 1989"
"Norway","1990","female",24.39726,132.1194,5.695971,112.33,3196.83,43296,76.8,"Northern Europe","1990 - 1999"
"Norway","1990","male",25.2098,137.3858,5.731724,112.33,3196.83,43296,76.8,"Northern Europe","1990 - 1999"
"Norway","1991","male",25.26717,137.136,5.711658,112.33,3249.33,44419,77.1,"Northern Europe","1990 - 1999"
"Norway","1991","female",24.45275,131.7428,5.668695,112.33,3249.33,44419,77.1,"Northern Europe","1990 - 1999"
"Norway","1992","female",24.5178,131.4145,5.639742,117.81,3242.58,45742,77.3,"Northern Europe","1990 - 1999"
"Norway","1992","male",25.33276,136.8808,5.688197,117.81,3242.58,45742,77.3,"Northern Europe","1990 - 1999"
"Norway","1993","female",24.5784,131.084,5.613163,117.81,3249.63,46765,77.6,"Northern Europe","1990 - 1999"
"Norway","1993","male",25.40433,136.6383,5.666832,117.81,3249.63,46765,77.6,"Northern Europe","1990 - 1999"
"Norway","1994","male",25.49028,136.4144,5.646629,120.55,3300.34,48850,77.8,"Northern Europe","1990 - 1999"
"Norway","1994","female",24.66003,130.7506,5.588908,120.55,3300.34,48850,77.8,"Northern Europe","1990 - 1999"
"Norway","1995","male",25.57453,136.2028,5.62651,120.55,3236.99,50616,78,"Northern Europe","1990 - 1999"
"Norway","1995","female",24.725,130.4129,5.563794,120.55,3236.99,50616,78,"Northern Europe","1990 - 1999"
